Locus	Gene	Start	Length	Product	Allele Count	Alleles	
	STMMW_24271		2541630	966	Glucose kinase	416	STMMW_24271.fasta	
	STMMW_24281		2542799	1236	putative membrane protein	575	STMMW_24281.fasta	
	STMMW_24291		2544054	1653	putative decarboxylase	644	STMMW_24291.fasta	
	STMMW_24301		2545886	999	putative ion-channel protein	458	STMMW_24301.fasta	
	STMMW_24311		2546998	327	conserved hypothetical protein	127	STMMW_24311.fasta	
	STMMW_24321		2547385	1242	Probable manganese transport protein mntH	498	STMMW_24321.fasta	
	STMMW_24331		2548969	1203	nucleoside permease NupC	439	STMMW_24331.fasta	
	STMMW_24341		2550224	2190	putative membrane protein	649	STMMW_24341.fasta	
	STMMW_24351		2553019	363	conserved hypothetical protein	99	STMMW_24351.fasta	
	STMMW_24361		2553383	393	conserved hypothetical protein	131	STMMW_24361.fasta	
	STMMW_24371		2553829	1416	GluRS	488	STMMW_24371.fasta	
	STMMW_24431		2560436	927	putative transcriptional regulator	404	STMMW_24431.fasta	
	STMMW_24441		2561452	999	putative membrane protein	477	STMMW_24441.fasta	
	STMMW_24451		2562447	228	conserved hypothetical protein	143	STMMW_24451.fasta	
	STMMW_24461		2562667	2016	DNA ligase	657	STMMW_24461.fasta	
	STMMW_24471		2564754	1038	Cell division protein zipA homolog	343	STMMW_24471.fasta	
	STMMW_24481		2565972	762	putative sulfate transport protein CysZ	360	STMMW_24481.fasta	
	STMMW_24491		2566897	972	cysteine synthase A	458	STMMW_24491.fasta	
	STMMW_24501		2568252	258	phosphocarrier protein HPr	59	STMMW_24501.fasta	
	STMMW_24511		2568558	1728	phosphoenolpyruvate-protein phosphotransferase (ec 2.7.3.9) (phosphotransferase system, enzyme i)	492	STMMW_24511.fasta	
	STMMW_24521		2570326	510	PTS system, glucose-specific IIA component	135	STMMW_24521.fasta	
	STMMW_24531		2570984	240	hypothetical protein	130	STMMW_24531.fasta	
	STMMW_24541		2571220	867	pyridoxine kinase	418	STMMW_24541.fasta	
	STMMW_24551		2572169	1293	putative transcriptional regulator	495	STMMW_24551.fasta	
	STMMW_24591		2575317	912	cysteine synthase B	479	STMMW_24591.fasta	
	STMMW_24601		2576296	1098	sulphate transport ATP-binding protein CysA	521	STMMW_24601.fasta	
	STMMW_24611		2577383	876	sulphate transport system permease protein CysW	426	STMMW_24611.fasta	
	STMMW_24621		2578258	834	sulphate transport system permease protein CysT	492	STMMW_24621.fasta	
	STMMW_24631		2579091	1017	thiosulphate-binding protein precursor	498	STMMW_24631.fasta	
	STMMW_24641		2580265	792	putative oxidoreductase	383	STMMW_24641.fasta	
	STMMW_24651		2581294	900	conserved hypothetical protein	444	STMMW_24651.fasta	
	STMMW_24661		2582288	576	putative lipoprotein	279	STMMW_24661.fasta	
	STMMW_24671		2582925	450	conserved hypothetical protein	222	STMMW_24671.fasta	
	STMMW_24681		2583361	426	putative acetyltransferase	169	STMMW_24681.fasta	
	STMMW_24691		2583999	870	probable N-acetylmuramoyl-L-alanine amidase	416	STMMW_24691.fasta	
	STMMW_24731		2587726	1053	ethanolamine operon transcriptional regulator	458	STMMW_24731.fasta	
	STMMW_24741		2588826	495	ethanolamine utilization protein EutK	254	STMMW_24741.fasta	
	STMMW_24751		2589333	660	ethanolamine utilization protein EutL	407	STMMW_24751.fasta	
	STMMW_24761		2590002	897	Ethanolamine ammonia-lyase small subunit	492	STMMW_24761.fasta	
	STMMW_24771		2590917	1362	ethanolamine ammonia-lyase heavy chain	562	STMMW_24771.fasta	
	STMMW_24781		2592290	1404	putative ethanolamine utilization protein EutA	601	STMMW_24781.fasta	
	STMMW_24791		2593690	1227	putative membrane protein	565	STMMW_24791.fasta	
	STMMW_24801		2595036	1188	putative alchohol dehydrogenase	519	STMMW_24801.fasta	
	STMMW_24821		2597063	1404	putative aldehyde dehydrogenase	630	STMMW_24821.fasta	
	STMMW_24831		2598478	300	ethanolamine utilization protein	100	STMMW_24831.fasta	
	STMMW_24841		2598878	291	ethanolamine utilization protein	118	STMMW_24841.fasta	
	STMMW_24851		2599209	1017	putative phosphate acyltransferase	522	STMMW_24851.fasta	
	STMMW_24861		2600222	804	putative cobalamin adenosyltransferase	468	STMMW_24861.fasta	
	STMMW_24871		2601022	690	putative ethanolamine utilization protein EutQ	363	STMMW_24871.fasta	
	STMMW_24881		2601689	480	putative ethanolamine utilization protein	219	STMMW_24881.fasta	
	STMMW_24891		2602181	336	putative ethanolamine utilization protein EutS	210	STMMW_24891.fasta	
	STMMW_24911		2603645	2280	NADP-dependent malate dehydrogenase (decarboxylating)	685	STMMW_24911.fasta	
	STMMW_24921		2606196	951	transaldolase A	441	STMMW_24921.fasta	
	STMMW_24941		2609229	231	hypothetical protein	76	STMMW_24941.fasta	
	STMMW_24951		2609588	1044	putative exported protein	454	STMMW_24951.fasta	
	STMMW_24961		2610757	576	conserved hypothetical protein	306	STMMW_24961.fasta	
	STMMW_24971		2611536	1299	putative exported protein	514	STMMW_24971.fasta	
	STMMW_24981		2613283	1962	putative oxidoreductase	648	STMMW_24981.fasta	
	STMMW_24991		2615430	1701	nitrate/nitrite sensor protein NarQ	517	STMMW_24991.fasta	
	STMMW_25011		2621002	357	conserved hypothetical protein	123	STMMW_25011.fasta	
	STMMW_25021		2621362	1128	succinyl-diaminopimelate desuccinylase	445	STMMW_25021.fasta	
	STMMW_25022		2622517	201		84	STMMW_25022.fasta	
	STMMW_25031		2622744	2019	conserved hypothetical protein	679	STMMW_25031.fasta	
	STMMW_25041		2624778	864	putative membrane protein	445	STMMW_25041.fasta	
	STMMW_25051		2625772	714	SAICAR synthetase	303	STMMW_25051.fasta	
	STMMW_25061		2626660	1035	putative lipoprotein	454	STMMW_25061.fasta	
	STMMW_25071		2627711	879	DHDPS	306	STMMW_25071.fasta	
	STMMW_25081		2628735	573	glycine cleavage system transcriptional repressor	167	STMMW_25081.fasta	
	STMMW_25091		2629307	471	bacterioferritin comigratory protein	139	STMMW_25091.fasta	
	STMMW_25101		2630364	1089	putative membrane protein	435	STMMW_25101.fasta	
	STMMW_25111		2631639	1464	putative exported protein	564	STMMW_25111.fasta	
	STMMW_25121		2633142	360	putative arsenate reductase (arsenical pump modifier)	220	STMMW_25121.fasta	
	STMMW_25131		2633528	726	conserved hypothetical protein	243	STMMW_25131.fasta	
	STMMW_25141		2634324	1290	uracil permease (uracil transporter)	520	STMMW_25141.fasta	
	STMMW_25151		2636412	627	UMP pyrophosphorylase	223	STMMW_25151.fasta	
	STMMW_25161		2637452	1038	AIR synthase	406	STMMW_25161.fasta	
	STMMW_25171		2638489	639	phosphoribosylglycinamidine myltransferase	296	STMMW_25171.fasta	
	STMMW_25181		2639316	2067	ATP-polyphosphate phosphotransferase	573	STMMW_25181.fasta	
	STMMW_25191		2641387	1542	exopolyphosphatase	534	STMMW_25191.fasta	
	STMMW_25201		2642964	2214	putative membrane protein	631	STMMW_25201.fasta	
	STMMW_25211		2645274	138	conserved hypothetical protein	134	STMMW_25211.fasta	
	STMMW_25231		2645590	192		64	STMMW_25231.fasta	
	STMMW_25271		2647184	1578	GMP synthase (glutamine-hydrolyzing)	635	STMMW_25271.fasta	
	STMMW_25281		2648831	1467	inosine-5'-monophosphate dehydrogenase	539	STMMW_25281.fasta	
	STMMW_25351		2675526	222	conserved hypothetical protein	172	STMMW_25351.fasta	
	STMMW_25361		2675836	1473	GTP-binding protein engA	548	STMMW_25361.fasta	
	STMMW_25371		2677427	1179	putative lipoprotein	499	STMMW_25371.fasta	
	STMMW_25381		2678616	621	putative membrane protein	236	STMMW_25381.fasta	
	STMMW_25391		2679250	1275	HisRS	475	STMMW_25391.fasta	
	STMMW_25401		2680635	1119	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	504	STMMW_25401.fasta	
	STMMW_25411		2681780	1005	putative DNA-binding protein	375	STMMW_25411.fasta	
	STMMW_25421		2683076	1167	conserved hypothetical protein	441	STMMW_25421.fasta	
	STMMW_25431		2684449	432	NDK	182	STMMW_25431.fasta	
	STMMW_25441		2685001	864	putative polyferredoxin	450	STMMW_25441.fasta	
	STMMW_25461		2686666	630	putative anaerobic reductase component	360	STMMW_25461.fasta	
	STMMW_25481		2689826	2316	penicillin-binding protein 1C	751	STMMW_25481.fasta	
	STMMW_25501		2697285	843	putative thiosulfate sulfurtransferase	448	STMMW_25501.fasta	
	STMMW_25521		2699611	786	SseB protein	423	STMMW_25521.fasta	
	STMMW_25531		2700497	1284	Aminopeptidase B	526	STMMW_25531.fasta	
	STMMW_25541		2702027	201	conserved hypothetical protein	84	STMMW_25541.fasta	
	STMMW_25551		2702239	336	ferredoxin	95	STMMW_25551.fasta	
	STMMW_25571		2704439	516	chaperone protein HscB	296	STMMW_25571.fasta	
	STMMW_25581		2705150	324	conserved hypothetical protein	90	STMMW_25581.fasta	
	STMMW_25591		2705502	387	NifU-like protein	141	STMMW_25591.fasta	
	STMMW_25601		2705916	1215	cysteine desulfurase	481	STMMW_25601.fasta	
	STMMW_25611		2707311	495	conserved hypothetical protein	193	STMMW_25611.fasta	
	STMMW_25621		2707965	732	putative RNA methyltransferase	348	STMMW_25621.fasta	
	STMMW_25631		2708815	804	extragenic suppressor protein SuhB	355	STMMW_25631.fasta	
	STMMW_25651		2710823	1044	anaerobic sulfite reductase subunit A	477	STMMW_25651.fasta	
	STMMW_25661		2711870	819	anaerobic sulfite reductase subunit B	353	STMMW_25661.fasta	
	STMMW_25671		2712699	1014	anaerobic sulfite reductase subunit C	398	STMMW_25671.fasta	
	STMMW_25681		2713713	987	putative inner membrane protein	492	STMMW_25681.fasta	
	STMMW_25691		2714690	639	putative exported protein	296	STMMW_25691.fasta	
	STMMW_25701		2715454	1278	stationary phase inducible protein CsiE	490	STMMW_25701.fasta	
	STMMW_25711		2716726	1140	putative 3-phenylpropionate permease	456	STMMW_25711.fasta	
	STMMW_25721		2718061	1254	SHMT	524	STMMW_25721.fasta	
	STMMW_25731		2719639	1191	flavohemoprotein (haemoglobin-like protein)	544	STMMW_25731.fasta	
	STMMW_25741		2721011	1545	transcriptional activator cadC	621	STMMW_25741.fasta	
	STMMW_25751		2722916	1332	probable cadaverine/lysine antiporter	377	STMMW_25751.fasta	
	STMMW_25761		2724393	2082	lysine decarboxylase	560	STMMW_25761.fasta	
	STMMW_25801		2729788	765	putative membrane protein	360	STMMW_25801.fasta	
	STMMW_25811		2730554	1443	putative sensor kinase protein	500	STMMW_25811.fasta	
	STMMW_25821		2732634	3888	FGAM synthase	917	STMMW_25821.fasta	
	STMMW_25831		2736777	1545	putative exported protein	522	STMMW_25831.fasta	
	STMMW_25841		2738372	552	conserved hypothetical protein	271	STMMW_25841.fasta	
	STMMW_25851		2738948	636	putative membrane protein	250	STMMW_25851.fasta	
	STMMW_25861		2739587	1362	putative PTS system IIBC component	523	STMMW_25861.fasta	
	STMMW_25871		2740959	894	putative phophosugar binding protein	428	STMMW_25871.fasta	
	STMMW_25881		2741968	849	putative transcriptional regulator	429	STMMW_25881.fasta	
	STMMW_25921		2746070	261	putative ferredoxin	144	STMMW_25921.fasta	
	STMMW_25931		2746442	381	4'-phosphopantetheinyl transferase acpS	182	STMMW_25931.fasta	
	STMMW_25941		2746822	732	PNP synthase	315	STMMW_25941.fasta	
	STMMW_25951		2747565	729	DNA repair protein RecO	293	STMMW_25951.fasta	
	STMMW_25961		2748305	906	GTP-binding protein	413	STMMW_25961.fasta	
	STMMW_25971		2749207	681	RNase III	296	STMMW_25971.fasta	
	STMMW_25981		2750161	975	signal peptidase I	434	STMMW_25981.fasta	
	STMMW_25991		2751152	1800	GTP-binding protein LepA	598	STMMW_25991.fasta	
	STMMW_26571		2803970	480	sigma-E factor regulatory protein RseC	271	STMMW_26571.fasta	
	STMMW_26581		2804446	957	sigma-E factor regulatory protein RseB precursor	379	STMMW_26581.fasta	
	STMMW_26591		2805402	651	sigma-E factor negative regulatory protein	190	STMMW_26591.fasta	
	STMMW_26601		2806084	576	RNA polymerase sigma-E factor (sigma-24)	149	STMMW_26601.fasta	
	STMMW_26611		2807084	1623	L-aspartate oxidase (quinolinate synthetase B)	564	STMMW_26611.fasta	
	STMMW_26621		2808691	738	conserved hypothetical protein	297	STMMW_26621.fasta	
	STMMW_26631		2809559	1335	ATP-dependent RNA helicase SrmB	459	STMMW_26631.fasta	
	STMMW_26671		2813264	690	UDG	314	STMMW_26671.fasta	
	STMMW_26681		2814069	1038	putative RNA methyltransferase	441	STMMW_26681.fasta	
	STMMW_26691		2815310	420	thioredoxin 2	194	STMMW_26691.fasta	
	STMMW_26711		2816536	2661	putative acyl-CoA synthetase	745	STMMW_26711.fasta	
	STMMW_26721		2819311	1356	CDP-diacylglycerol-serine O-phosphatidyltransferase	457	STMMW_26721.fasta	
	STMMW_26731		2820711	324	conserved hypothetical protein	128	STMMW_26731.fasta	
	STMMW_26741		2821031	1302	alpha-ketoglutarate permease	520	STMMW_26741.fasta	
	STMMW_26751		2822436	456	conserved hypothetical protein	248	STMMW_26751.fasta	
	STMMW_26761		2828772	2574	ClpB protein (heat shock protein f84.1)	667	STMMW_26761.fasta	
	STMMW_26771		2831475	732	conserved hypothetical protein	306	STMMW_26771.fasta	
	STMMW_26781		2832203	981	ftsH suppressor protein SfhB	405	STMMW_26781.fasta	
	STMMW_26791		2833315	738	putative lipoprotein	203	STMMW_26791.fasta	
	STMMW_26801		2834324	339	putative sigma(54) modulation protein	82	STMMW_26801.fasta	
	STMMW_26811		2834913	1161	chorismate mutase-P/prephenate dehydratase	434	STMMW_26811.fasta	
	STMMW_26821		2836034	909	conserved hypothetical protein	408	STMMW_26821.fasta	
	STMMW_26831		2837000	1068	chorismate mutase/prephenate dehydrogenase	439	STMMW_26831.fasta	
	STMMW_26841		2838131	1071	phospho-2-dehydro-3-deoxyheptonate aldolase, tyr-sensitive	432	STMMW_26841.fasta	
	STMMW_26851		2839641	519	putative exported protein	187	STMMW_26851.fasta	
	STMMW_26861		2840152	1221	putative membrane protein	461	STMMW_26861.fasta	
	STMMW_26871		2841529	348	50S ribosomal subunit protein L19	69	STMMW_26871.fasta	
	STMMW_26881		2841917	768	Guanine-N1--methyltransferase EC 2.1.1.31	317	STMMW_26881.fasta	
	STMMW_26891		2842729	549	16S rRNA processing protein	156	STMMW_26891.fasta	
	STMMW_26901		2843296	249	30S ribosomal subunit protein S16	61	STMMW_26901.fasta	
	STMMW_26911		2843858	1362	signal recognition particle protein	567	STMMW_26911.fasta	
	STMMW_26921		2845385	792	putative membrane protein	336	STMMW_26921.fasta	
	STMMW_26931		2846283	1200	putative membrane protein	479	STMMW_26931.fasta	
	STMMW_26971		2848957	879	conserved hypothetical protein	372	STMMW_26971.fasta	
	STMMW_26981		2849921	1662	DNA repair protein	552	STMMW_26981.fasta	
	STMMW_26991		2851731	339	small protein A	89	STMMW_26991.fasta	
	STMMW_27001		2852235	291	conserved hypothetical protein	123	STMMW_27001.fasta	
	STMMW_27021		2853141	483	SsrA (tmRNA)-binding protein	168	STMMW_27021.fasta	
	STMMW_27041		2865776	1410	putative type I secretion protein	521	STMMW_27041.fasta	
	STMMW_27051		2867182	2181	putative type I secretion protein, ATP-binding protein	661	STMMW_27051.fasta	
	STMMW_27061		2869370	1164	putative type I secretion protein	465	STMMW_27061.fasta	
	STMMW_27411		2910558	3654	putative ABC transporter protein	862	STMMW_27411.fasta	
	STMMW_27421		2914321	1245	putative ferric enterochelin esterase	557	STMMW_27421.fasta	
	STMMW_27431		2915597	936	putative exported protein	456	STMMW_27431.fasta	
	STMMW_27441		2916574	2181	TonB-dependent outer membrane siderophore receptor protein	709	STMMW_27441.fasta	
	STMMW_27481		2921358	930	Virulence protein	321	STMMW_27481.fasta	
	STMMW_27501		2924198	1014	putative cation transporter	418	STMMW_27501.fasta	
	STMMW_27511		2925344	1416	putative two-component system sensor kinase	490	STMMW_27511.fasta	
	STMMW_27521		2926746	675	transcriptional regulator	329	STMMW_27521.fasta	
	STMMW_27531		2927575	978	putative exported protein	414	STMMW_27531.fasta	
	STMMW_27541		2928564	435	putative membrane protein	217	STMMW_27541.fasta	
	STMMW_27551		2929009	1515	putative membrane protein	580	STMMW_27551.fasta	
	STMMW_27561		2930817	987	Protein csiD	433	STMMW_27561.fasta	
	STMMW_27571		2931829	1269	putative GAB DTP gene cluster repressor	573	STMMW_27571.fasta	
	STMMW_27581		2933119	1449	succinate-semialdehyde dehydrogenase	584	STMMW_27581.fasta	
	STMMW_27591		2934582	1284	4-aminobutyrate aminotransferase	502	STMMW_27591.fasta	
	STMMW_27601		2935995	1401	GabA permease (4-amino butyrate transport carrier)	531	STMMW_27601.fasta	
	STMMW_27621		2938136	450	conserved hypothetical protein	203	STMMW_27621.fasta	
	STMMW_27631		2938685	159	putative membrane protein	37	STMMW_27631.fasta	
	STMMW_27641		2939026	300	putative transcriptional regulator	140	STMMW_27641.fasta	
	STMMW_27651		2939335	528	putative membrane protein	284	STMMW_27651.fasta	
	STMMW_27652		2939941	180		133	STMMW_27652.fasta	
	STMMW_27661		2940210	402	DNA-binding protein StpA	132	STMMW_27661.fasta	
	STMMW_27671		2941310	450	putative membrane protein	225	STMMW_27671.fasta	
	STMMW_27681		2941794	351	conserved hypothetical protein	145	STMMW_27681.fasta	
	STMMW_27691		2942294	339	conserved hypothetical protein	188	STMMW_27691.fasta	
	STMMW_27721		2944842	246	putative glutaredoxin	181	STMMW_27721.fasta	
	STMMW_27731		2945084	411	NrdI protein	260	STMMW_27731.fasta	
	STMMW_27741		2945467	2145	ribonucleoside-diphosphate reductase 2 alpha chain	636	STMMW_27741.fasta	
	STMMW_27751		2947622	960	ribonucleoside-diphosphate reductase 2 beta chain	394	STMMW_27751.fasta	
	STMMW_27761		2948936	1203	glycine betaine/L-proline transport ATP-binding protein	457	STMMW_27761.fasta	
	STMMW_27771		2950131	1065	glycine betaine/L-proline transport system permease protein P	508	STMMW_27771.fasta	
	STMMW_27781		2951265	996	glycine betaine-binding periplasmic protein precursor	452	STMMW_27781.fasta	
	STMMW_27791		2952425	1185	putative transmembrane transport protein	525	STMMW_27791.fasta	
	STMMW_27801		2954106	531	putative transcriptional regulator	160	STMMW_27801.fasta	
	STMMW_27811		2954763	1173	multidrug resistance protein A	464	STMMW_27811.fasta	
	STMMW_27821		2955952	1539	multidrug resistance protein B	592	STMMW_27821.fasta	
	STMMW_27841		2959255	516	AI-2 synthesis protein	227	STMMW_27841.fasta	
	STMMW_27851		2959920	1557	GCS	528	STMMW_27851.fasta	
	STMMW_27861		2961553	426	putative membrane protein	167	STMMW_27861.fasta	
	STMMW_27871		2961975	567	conserved hypothetical protein	215	STMMW_27871.fasta	
	STMMW_27881		2963936	186	Carbon storage regulator homolog	46	STMMW_27881.fasta	
	STMMW_27891		2964356	2631	AlaRS	659	STMMW_27891.fasta	
	STMMW_27901		2967222	501	Regulatory protein recX	204	STMMW_27901.fasta	
	STMMW_27911		2967839	1062	RecA protein	400	STMMW_27911.fasta	
	STMMW_27921		2968985	498	conserved hypothetical protein	271	STMMW_27921.fasta	
	STMMW_27931		2969960	1080	membrane-bound lytic transglycosylase B precursor	484	STMMW_27931.fasta	
	STMMW_27941		2971293	564	PTS system, glucitol/sorbitol-specific IIBC component	230	STMMW_27941.fasta	
	STMMW_27951		2971853	972	PTS system, glucitol/sorbitol-specific IIBC component	436	STMMW_27951.fasta	
	STMMW_27961		2972836	363	PTS system, glucitol/sorbitol-specific IIA component	174	STMMW_27961.fasta	
	STMMW_27971		2973210	780	sorbitol-6-phosphate 2-dehydrogenase (glucitol-6-phosphate dehydrogenase)	341	STMMW_27971.fasta	
	STMMW_27981		2974065	360	glucitol operon activator protein	172	STMMW_27981.fasta	
	STMMW_27991		2974622	774	glucitol operon repressor	224	STMMW_27991.fasta	
	STMMW_28011		2976350	1521	putative sigma-54-dependent transriptional regulator	555	STMMW_28011.fasta	
	STMMW_28021		2978056	1440	anaerobic nitric oxide reductase flavorubredoxin	588	STMMW_28021.fasta	
	STMMW_28031		2979492	1134	Nitric oxide reductase FlRd-NAD	493	STMMW_28031.fasta	
	STMMW_28051		2983108	546	electron transport protein	261	STMMW_28051.fasta	
	STMMW_28071		2984690	471	hydrogenase 3 maturation protease	309	STMMW_28071.fasta	
	STMMW_28081		2985153	411	formate hydrogenlyase maturation protein	219	STMMW_28081.fasta	
	STMMW_28091		2985560	768	formate hydrogenlyase subunit 7	409	STMMW_28091.fasta	
	STMMW_28101		2986327	543	formate hydrogenlyase subunit 6	337	STMMW_28101.fasta	
	STMMW_28111		2986879	1710	formate hydrogenlyase subunit 5	613	STMMW_28111.fasta	
	STMMW_28121		2988606	924	formate hydrogenlyase subunit 4	493	STMMW_28121.fasta	
	STMMW_28131		2989532	1827	formate hydrogenlyase subunit 3	643	STMMW_28131.fasta	
	STMMW_28141		2991358	609	formate hydrogenlyase subunit 2	254	STMMW_28141.fasta	
	STMMW_28151		2992112	462	formate hydrogenlyase regulatory protein	216	STMMW_28151.fasta	
	STMMW_28161		2992783	357	HypA protein	75	STMMW_28161.fasta	
	STMMW_28171		2993208	873	hydrogenase isoenzymes formation protein HypB	412	STMMW_28171.fasta	
	STMMW_28181		2994071	273	hydrogenase isoenzymes formation protein HypC	114	STMMW_28181.fasta	
	STMMW_28191		2994343	1122	hydrogenase isoenzymes formation protein HypD	482	STMMW_28191.fasta	
	STMMW_28201		2995503	969	hydrogenase isoenzymes formation protein HypE	417	STMMW_28201.fasta	
	STMMW_28211		2996690	2079	transcriptional activator of the formate hydrogenlyase system	665	STMMW_28211.fasta	
	STMMW_28221		2998830	345	conserved hypothetical protein	181	STMMW_28221.fasta	
	STMMW_28231		2999356	918	Iron transport protein, periplasmic-binding protein	386	STMMW_28231.fasta	
	STMMW_28241		3000270	822	Iron transport protein, ATP-binding component	352	STMMW_28241.fasta	
	STMMW_28251		3001088	861	Iron transport protein, inner membrane component	361	STMMW_28251.fasta	
	STMMW_28261		3001939	849	Iron transport protein, inner membrane component	355	STMMW_28261.fasta	
	STMMW_28281		3003955	756	possible AraC-family transcriptional regulator	343	STMMW_28281.fasta	
	STMMW_28291		3005095	888	AraC-family transcriptional regulator	411	STMMW_28291.fasta	
	STMMW_28301		3006327	453	hypothetical protein found within S. typhi pathogenicity island 1	218	STMMW_28301.fasta	
	STMMW_28321		3007413	600	cell invasion protein	151	STMMW_28321.fasta	
	STMMW_28331		3007984	759	pathogenicity 1 island effector protein	175	STMMW_28331.fasta	
	STMMW_28341		3008739	306	pathogenicity 1 island effector protein	102	STMMW_28341.fasta	
	STMMW_28361		3009330	1179	pathogenicity 1 island effector protein	401	STMMW_28361.fasta	
	STMMW_28371		3010824	930	AraC-family transcriptional regulator	392	STMMW_28371.fasta	
	STMMW_28381		3012844	1662	invasion protein regulator	449	STMMW_28381.fasta	
	STMMW_28391		3014523	483	cell invasion protein	212	STMMW_28391.fasta	
	STMMW_28411		3016677	393	chaperone (associated with virulence)	170	STMMW_28411.fasta	
	STMMW_28431		3017400	249	probable acyl carrier protein	118	STMMW_28431.fasta	
	STMMW_28441		3017667	2058	pathogenicity island 1 effector protein (function unknown)	543	STMMW_28441.fasta	
	STMMW_28451		3019743	1032	pathogenicity island 1 effector protein	315	STMMW_28451.fasta	
	STMMW_28461		3020845	1230	pathogenicity island 1 effector protein	370	STMMW_28461.fasta	
	STMMW_28471		3022102	1782	pathogenicity island 1 effector protein	494	STMMW_28471.fasta	
	STMMW_28481		3023886	498	unknown function	114	STMMW_28481.fasta	
	STMMW_28491		3024521	1071	secretory protein (associated with virulence)	324	STMMW_28491.fasta	
	STMMW_28501		3025578	792	secretory protein (associated with virulence)	295	STMMW_28501.fasta	
	STMMW_28511		3026373	261	secretory protein (associated with virulence)	66	STMMW_28511.fasta	
	STMMW_28531		3027323	912	surface presentation of antigens protein (associated with type III secretion and virulence)	345	STMMW_28531.fasta	
	STMMW_28541		3028234	1011	surface presentation of antigens protein (associated with type III secretion and virulence)	373	STMMW_28541.fasta	
	STMMW_28551		3029244	444	secretory protein (associated with virulence)	148	STMMW_28551.fasta	
	STMMW_28561		3029665	1296	secretory apparatus ATP synthase (associated with virulence)	431	STMMW_28561.fasta	
	STMMW_28571		3030957	408	secretory protein (associated with virulence)	114	STMMW_28571.fasta	
	STMMW_28591		3033470	1119	cell invasion protein	338	STMMW_28591.fasta	
	STMMW_28601		3034585	1689	secretory protein (associated with virulence)	455	STMMW_28601.fasta	
	STMMW_28611		3036270	651	possible AraC-family regulatory protein	222	STMMW_28611.fasta	
	STMMW_28621		3037377	444	cell adherance/invasion protein	224	STMMW_28621.fasta	
	STMMW_28721		3043309	2526	DNA mismatch repair protein	697	STMMW_28721.fasta	
	STMMW_28741		3046267	1209	possible membrane transport protein	478	STMMW_28741.fasta	
	STMMW_28751		3047563	933	possible LysR-family transcriptional regulator	402	STMMW_28751.fasta	
	STMMW_28761		3048537	1497	possible permease	551	STMMW_28761.fasta	
	STMMW_28771		3050030	951	conserved hypothetical protein	436	STMMW_28771.fasta	
	STMMW_28791		3051801	639	possible sugar aldolase	281	STMMW_28791.fasta	
	STMMW_28821		3054812	765	DeoR-family trancriptional regulator	373	STMMW_28821.fasta	
	STMMW_28831		3055595	405	putative regulatory protein	131	STMMW_28831.fasta	
	STMMW_28841		3056170	594	possible decarboxylase	316	STMMW_28841.fasta	
	STMMW_28851		3056763	1428	conserved hypothetical protein	599	STMMW_28851.fasta	
	STMMW_28861		3058201	237	conserved hypothetical protein	140	STMMW_28861.fasta	
	STMMW_28871		3058482	993	RNA polymerase sigma subunit RpoS (sigma-38)	748	STMMW_28871.fasta	
	STMMW_28881		3059537	1134	lipoprotein NlpD precursor	343	STMMW_28881.fasta	
	STMMW_28891		3060846	627	L-isoaspartyl protein carboxyl methyltransferase	285	STMMW_28891.fasta	
	STMMW_28901		3061466	762	Acid phosphatase surE	318	STMMW_28901.fasta	
	STMMW_28911		3062208	1050	Pseudouridylate synthase	413	STMMW_28911.fasta	
	STMMW_28921		3063254	480	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	247	STMMW_28921.fasta	
	STMMW_28931		3063733	711	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	338	STMMW_28931.fasta	
	STMMW_28941		3064462	312	Cell division protein ftsB homolog	94	STMMW_28941.fasta	
	STMMW_28961		3065337	606	APS kinase	306	STMMW_28961.fasta	
	STMMW_28971		3065929	1440	ATP sulfurylase (ATP:sulfate adenyltransferase) subunit	543	STMMW_28971.fasta	
	STMMW_28981		3067378	909	ATP sulfurylase (ATP:sulfate adenyltransferase)	375	STMMW_28981.fasta	
	STMMW_28991		3068537	1047	alkaline phosphatase isozyme conversion protein	442	STMMW_28991.fasta	
	STMMW_29081		3080013	954	possible secreted protein	484	STMMW_29081.fasta	
	STMMW_29091		3081054	735	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase	457	STMMW_29091.fasta	
	STMMW_29101		3081864	1713	sulfite reductase (NADPH) hemoprotein alpha subunit	601	STMMW_29101.fasta	
	STMMW_29111		3083576	1620	sulfite reductase (NADPH) flavoprotein beta subunit	634	STMMW_29111.fasta	
	STMMW_29121		3085799	363	putative 6-pyruvoyl tetrahydrobiopterin synthase	191	STMMW_29121.fasta	
	STMMW_29141		3088568	672	conserved hypothetical protein	390	STMMW_29141.fasta	
	STMMW_29151		3089375	1299	2-phospho-D-glycerate hydro-lyase	419	STMMW_29151.fasta	
	STMMW_29161		3090756	1638	CTP synthase	462	STMMW_29161.fasta	
	STMMW_29191		3094891	2235	GTP pyrophosphokinase	561	STMMW_29191.fasta	
	STMMW_29201		3097177	1296	Uracil-5--methyltransferase	478	STMMW_29201.fasta	
	STMMW_29211		3098530	2757	sensor protein	775	STMMW_29211.fasta	
